slice_file_name,fsID,start,end,salience,fold,classID,class
nothing_cut_0.wav,123456,0,2,1,val,13,nothing
nothing_cut_1.wav,123456,2,4,1,val,13,nothing
nothing_cut_2.wav,123456,4,6,1,val,13,nothing
nothing_cut_3.wav,123456,6,8,1,val,13,nothing
nothing_cut_4.wav,123456,8,10,1,val,13,nothing
nothing_cut_5.wav,123456,10,12,1,val,13,nothing
nothing_cut_6.wav,123456,12,14,1,val,13,nothing
nothing_cut_7.wav,123456,14,16,1,val,13,nothing
nothing_cut_8.wav,123456,16,18,1,val,13,nothing
nothing_cut_9.wav,123456,18,20,1,val,13,nothing
nothing_cut_10.wav,123456,20,22,1,val,13,nothing
nothing_cut_11.wav,123456,22,24,1,val,13,nothing
nothing_cut_12.wav,123456,24,26,1,val,13,nothing
nothing_cut_13.wav,123456,26,28,1,val,13,nothing
nothing_cut_14.wav,123456,28,30,1,val,13,nothing
nothing_cut_15.wav,123456,30,32,1,val,13,nothing
nothing_cut_16.wav,123456,32,34,1,val,13,nothing
nothing_cut_17.wav,123456,34,36,1,val,13,nothing
nothing_cut_18.wav,123456,36,38,1,val,13,nothing
nothing_cut_19.wav,123456,38,40,1,val,13,nothing
nothing_cut_20.wav,123456,40,42,1,val,13,nothing
nothing_cut_21.wav,123456,42,44,1,val,13,nothing
nothing_cut_22.wav,123456,44,46,1,val,13,nothing
nothing_cut_23.wav,123456,46,48,1,val,13,nothing
nothing_cut_24.wav,123456,48,50,1,val,13,nothing
nothing_cut_25.wav,123456,50,52,1,val,13,nothing
nothing_cut_26.wav,123456,52,54,1,val,13,nothing
nothing_cut_27.wav,123456,54,56,1,val,13,nothing
nothing_cut_28.wav,123456,56,58,1,val,13,nothing
nothing_cut_29.wav,123456,58,60,1,val,13,nothing
nothing_cut_30.wav,123456,60,62,1,val,13,nothing
nothing_cut_31.wav,123456,62,64,1,val,13,nothing
nothing_cut_32.wav,123456,64,66,1,val,13,nothing
nothing_cut_33.wav,123456,66,68,1,val,13,nothing
nothing_cut_34.wav,123456,68,70,1,val,13,nothing
nothing_cut_35.wav,123456,70,72,1,val,13,nothing
nothing_cut_36.wav,123456,72,74,1,val,13,nothing
nothing_cut_37.wav,123456,74,76,1,val,13,nothing
nothing_cut_38.wav,123456,76,78,1,val,13,nothing
nothing_cut_39.wav,123456,78,80,1,val,13,nothing
nothing_cut_40.wav,123456,80,82,1,val,13,nothing
nothing_cut_41.wav,123456,82,84,1,val,13,nothing
nothing_cut_42.wav,123456,84,86,1,val,13,nothing
nothing_cut_43.wav,123456,86,88,1,val,13,nothing
nothing_cut_44.wav,123456,88,90,1,val,13,nothing
nothing_cut_45.wav,123456,90,92,1,val,13,nothing
nothing_cut_46.wav,123456,92,94,1,val,13,nothing
nothing_cut_47.wav,123456,94,96,1,val,13,nothing
nothing_cut_48.wav,123456,96,98,1,val,13,nothing
nothing_cut_49.wav,123456,98,100,1,val,13,nothing
nothing_cut_50.wav,123456,100,102,1,val,13,nothing
nothing_cut_51.wav,123456,102,104,1,val,13,nothing
nothing_cut_52.wav,123456,104,106,1,val,13,nothing
nothing_cut_53.wav,123456,106,108,1,val,13,nothing
nothing_cut_54.wav,123456,108,110,1,val,13,nothing
nothing_cut_55.wav,123456,110,112,1,val,13,nothing
nothing_cut_56.wav,123456,112,114,1,val,13,nothing
nothing_cut_57.wav,123456,114,116,1,val,13,nothing
nothing_cut_58.wav,123456,116,118,1,val,13,nothing
nothing_cut_59.wav,123456,118,120,1,val,13,nothing
nothing_cut_60.wav,123456,120,122,1,val,13,nothing
nothing_cut_61.wav,123456,122,124,1,val,13,nothing
nothing_cut_62.wav,123456,124,126,1,val,13,nothing
nothing_cut_63.wav,123456,126,128,1,val,13,nothing
nothing_cut_64.wav,123456,128,130,1,val,13,nothing
nothing_cut_65.wav,123456,130,132,1,val,13,nothing
nothing_cut_66.wav,123456,132,134,1,val,13,nothing
nothing_cut_67.wav,123456,134,136,1,val,13,nothing
nothing_cut_68.wav,123456,136,138,1,val,13,nothing
nothing_cut_69.wav,123456,138,140,1,val,13,nothing
nothing_cut_70.wav,123456,140,142,1,val,13,nothing
nothing_cut_71.wav,123456,142,144,1,val,13,nothing
nothing_cut_72.wav,123456,144,146,1,val,13,nothing
nothing_cut_73.wav,123456,146,148,1,val,13,nothing
nothing_cut_74.wav,123456,148,150,1,val,13,nothing
nothing_cut_75.wav,123456,150,152,1,val,13,nothing
nothing_cut_76.wav,123456,152,154,1,val,13,nothing
nothing_cut_77.wav,123456,154,156,1,val,13,nothing
nothing_cut_78.wav,123456,156,158,1,val,13,nothing
nothing_cut_79.wav,123456,158,160,1,val,13,nothing
nothing_cut_80.wav,123456,160,162,1,val,13,nothing
nothing_cut_81.wav,123456,162,164,1,val,13,nothing
nothing_cut_82.wav,123456,164,166,1,val,13,nothing
nothing_cut_83.wav,123456,166,168,1,val,13,nothing
nothing_cut_84.wav,123456,168,170,1,val,13,nothing
nothing_cut_85.wav,123456,170,172,1,val,13,nothing
nothing_cut_86.wav,123456,172,174,1,val,13,nothing
nothing_cut_87.wav,123456,174,176,1,val,13,nothing
nothing_cut_88.wav,123456,176,178,1,val,13,nothing
nothing_cut_89.wav,123456,178,180,1,val,13,nothing
nothing_cut_90.wav,123456,180,182,1,val,13,nothing
nothing_cut_91.wav,123456,182,184,1,val,13,nothing
nothing_cut_92.wav,123456,184,186,1,val,13,nothing
nothing_cut_93.wav,123456,186,188,1,val,13,nothing
nothing_cut_94.wav,123456,188,190,1,val,13,nothing
nothing_cut_95.wav,123456,190,192,1,val,13,nothing
nothing_cut_96.wav,123456,192,194,1,val,13,nothing
nothing_cut_97.wav,123456,194,196,1,val,13,nothing
nothing_cut_98.wav,123456,196,198,1,val,13,nothing
nothing_cut_99.wav,123456,198,200,1,val,13,nothing